transactionType,transactionId,cardNumber,amount,Stan,currencyCode,transactionDate,transactionTime,responseCode,accountType,authorizationCode,merchantId,merchantCategoryCode,terminalId,cardExpiryDate,cardholderName,accountHolderName,transactionFee,authorizationIndicator,acquirerBin,issuerBin,merchantName,transactionCode,reasonCode,rrn,originalTransactionId,acquirerReferenceNumber,batchNumber,dateOfSettlement,settlementAmount,issuerResponseCode,transactionOrigin,transactionReference,originalTransactionAmount,refundAmount,adjustmentAmount,loyaltyPointsEarned,loyaltyPointsRedeemed,reversalIndicator,authorizationDateTime,originalAuthorizationCode,narrative
CAPTURE,TXN1743325838673019876,4532756278912349,0,47733,356,3/23/2025,10:00:00,0,Savings,AUTH8569,MERCHANT52,5411,TERM4,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250899456,nan,123ABC,BATCH001,3/24/2025,521.58,0,Online,REF1376,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325875538042120,4532756278912348,0,714512,356,3/23/2025,10:00:00,0,Savings,AUTH5345,MERCHANT52,5411,TERM9,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250891702,nan,123ABC,BATCH001,3/24/2025,633.33,0,Online,REF6210,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325875538042216,4024007198765436,0,546244,356,3/23/2025,10:00:00,0,Savings,AUTH5180,MERCHANT2,5411,TERM9,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250891799,nan,123ABC,BATCH001,3/24/2025,2097.84,0,Online,REF1355,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325854387030043,4024007198765432,0,456499,356,3/23/2025,10:00:00,0,Savings,AUTH9839,MERCHANT13,5411,TERM8,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250899624,nan,123ABC,BATCH001,3/24/2025,3456.11,0,Online,REF9319,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325856971031508,4532756278912349,0,187684,356,3/23/2025,10:00:00,0,Savings,AUTH8630,MERCHANT31,5411,TERM8,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250891088,nan,123ABC,BATCH001,3/24/2025,3513.28,0,Online,REF7421,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325882614047305,4532756278912348,0,466888,356,3/23/2025,10:00:00,0,Savings,AUTH5544,MERCHANT28,5411,TERM3,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250896884,nan,123ABC,BATCH001,3/24/2025,730.89,0,Online,REF9637,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325841481021101,4024007198765436,0,635211,356,3/23/2025,10:00:00,0,Savings,AUTH5300,MERCHANT30,5411,TERM1,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250890681,nan,123ABC,BATCH001,3/24/2025,4037.6,0,Online,REF9137,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325877234043004,4532756278912345,0,925033,356,3/23/2025,10:00:00,0,Savings,AUTH1517,MERCHANT79,5411,TERM4,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250892586,nan,123ABC,BATCH001,3/24/2025,6193.82,0,Online,REF8150,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325878534044412,4532756278912345,0,263444,356,3/23/2025,10:00:00,0,Savings,AUTH6331,MERCHANT30,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250893992,nan,123ABC,BATCH001,3/24/2025,3138.04,0,Online,REF3917,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325841481020767,4024007198765433,0,60708,356,3/23/2025,10:00:00,0,Savings,AUTH7434,MERCHANT27,5411,TERM3,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250890348,nan,123ABC,BATCH001,3/24/2025,3301.42,0,Online,REF1141,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325848081025024,4234567812345670,0,492169,356,3/23/2025,10:00:00,0,Savings,AUTH5769,MERCHANT92,5411,TERM1,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250894607,nan,123ABC,BATCH001,3/24/2025,4256.53,0,Online,REF6486,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325849365026467,4234567812345671,0,426093,356,3/23/2025,10:00:00,0,Savings,AUTH5750,MERCHANT53,5411,TERM1,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250896048,nan,123ABC,BATCH001,3/24/2025,9416.38,0,Online,REF4156,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325827419017216,4532756278912349,0,532140,356,3/23/2025,10:00:00,0,Savings,AUTH0179,MERCHANT45,5411,TERM5,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250896795,nan,123ABC,BATCH001,3/24/2025,8348.76,0,Online,REF1864,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325806741005518,4234567812345672,0,360594,356,3/23/2025,10:00:00,0,Savings,AUTH2872,MERCHANT32,5411,TERM8,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250895519,nan,123ABC,BATCH001,3/24/2025,4526.94,0,Online,REF4640,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325872326040866,4024007198765433,0,903933,356,3/23/2025,10:00:00,0,Savings,AUTH5965,MERCHANT13,5411,TERM7,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890448,nan,123ABC,BATCH001,3/24/2025,4918.54,0,Online,REF2231,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325798254000729,4234567812345670,0,300236,356,3/23/2025,10:00:00,0,Savings,AUTH6309,MERCHANT31,5411,TERM6,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,LocalMarket,SALE,0,20250890728,nan,123ABC,BATCH001,3/24/2025,6362.68,0,Online,REF3168,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325854387029795,4532756278912349,0,326153,356,3/23/2025,10:00:00,0,Savings,AUTH8333,MERCHANT76,5411,TERM2,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899376,nan,123ABC,BATCH001,3/24/2025,6032.54,0,Online,REF6909,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325846681023986,4532756278912347,0,503973,356,3/23/2025,10:00:00,0,Savings,AUTH8576,MERCHANT58,5411,TERM9,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250893568,nan,123ABC,BATCH001,3/24/2025,1587.77,0,Online,REF9269,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325802003002949,4532756278912346,0,469245,356,3/23/2025,10:00:00,0,Savings,AUTH2194,MERCHANT3,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250892951,nan,123ABC,BATCH001,3/24/2025,4684.13,0,Online,REF8619,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325803619004255,4532756278912349,0,782004,356,3/23/2025,10:00:00,0,Savings,AUTH5818,MERCHANT13,5411,TERM4,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250894255,nan,123ABC,BATCH001,3/24/2025,3506.58,0,Online,REF2786,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325883967048027,4532756278912347,0,503410,356,3/23/2025,10:00:00,0,Savings,AUTH0227,MERCHANT42,5411,TERM0,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250897609,nan,123ABC,BATCH001,3/24/2025,6631.91,0,Online,REF9591,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325846681023853,4024007198765433,0,338799,356,3/23/2025,10:00:00,0,Savings,AUTH4720,MERCHANT96,5411,TERM5,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250893434,nan,123ABC,BATCH001,3/24/2025,2360.67,0,Online,REF6087,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325851843028299,4024007198765436,0,83967,356,3/23/2025,10:00:00,0,Savings,AUTH5702,MERCHANT50,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250897881,nan,123ABC,BATCH001,3/24/2025,7163.46,0,Online,REF1275,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325822299015552,4532756278912348,0,597181,356,3/23/2025,10:00:00,0,Savings,AUTH7306,MERCHANT6,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250895133,nan,123ABC,BATCH001,3/24/2025,9567.48,0,Online,REF6793,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325822299015513,4234567812345675,0,792255,356,3/23/2025,10:00:00,0,Savings,AUTH8068,MERCHANT3,5411,TERM3,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250895094,nan,123ABC,BATCH001,3/24/2025,5984.42,0,Online,REF1776,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325661500000004,4024007198765433,0,724893,356,3/23/2025,10:00:00,0,Savings,AUTH6425,MERCHANT24,5411,TERM0,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250890001,nan,123ABC,BATCH001,3/24/2025,5341.01,0,Online,REF5395,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325816548012934,4532756278912345,0,644831,356,3/23/2025,10:00:00,0,Savings,AUTH9020,MERCHANT57,5411,TERM2,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,SuperMart,SALE,0,20250892514,nan,123ABC,BATCH001,3/24/2025,1149,0,Online,REF633,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325845465023011,4234567812345672,0,38233,356,3/23/2025,10:00:00,0,Savings,AUTH8364,MERCHANT15,5411,TERM5,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250892592,nan,123ABC,BATCH001,3/24/2025,3479.19,0,Online,REF8205,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325809732007906,4234567812345673,0,240295,356,3/23/2025,10:00:00,0,Savings,AUTH6488,MERCHANT80,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,LocalMarket,SALE,0,20250897906,nan,123ABC,BATCH001,3/24/2025,3807.61,0,Online,REF9437,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325835951018742,4024007198765433,0,29071,356,3/23/2025,10:00:00,0,Savings,AUTH9864,MERCHANT47,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250898322,nan,123ABC,BATCH001,3/24/2025,5132.91,0,Online,REF9760,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325869048040098,4532756278912349,0,595453,356,3/23/2025,10:00:00,0,Savings,AUTH8547,MERCHANT61,5411,TERM0,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250899676,nan,123ABC,BATCH001,3/24/2025,7121.1,0,Online,REF2785,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325822300015775,4024007198765432,0,163058,356,3/23/2025,10:00:00,0,Savings,AUTH4790,MERCHANT85,5411,TERM9,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250895355,nan,123ABC,BATCH001,3/24/2025,3382.01,0,Online,REF8894,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325869049040224,4024007198765434,0,968735,356,3/23/2025,10:00:00,0,Savings,AUTH7715,MERCHANT56,5411,TERM6,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899802,nan,123ABC,BATCH001,3/24/2025,3407.5,0,Online,REF5612,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325858311033263,4024007198765434,0,640102,356,3/23/2025,10:00:00,0,Savings,AUTH2928,MERCHANT81,5411,TERM1,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250892843,nan,123ABC,BATCH001,3/24/2025,9283.98,0,Online,REF3964,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325811111009322,4532756278912345,0,632248,356,3/23/2025,10:00:00,0,Savings,AUTH0102,MERCHANT24,5411,TERM4,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899321,nan,123ABC,BATCH001,3/24/2025,3078.75,0,Online,REF8345,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325808255006729,4532756278912349,0,487786,356,3/23/2025,10:00:00,0,Savings,AUTH4719,MERCHANT26,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250896728,nan,123ABC,BATCH001,3/24/2025,9070.23,0,Online,REF6138,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325872326040783,4532756278912345,0,786894,356,3/23/2025,10:00:00,0,Savings,AUTH4684,MERCHANT64,5411,TERM5,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250890363,nan,123ABC,BATCH001,3/24/2025,2391.76,0,Online,REF5809,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325803618003793,4234567812345671,0,353293,356,3/23/2025,10:00:00,0,Savings,AUTH9327,MERCHANT85,5411,TERM4,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250893791,nan,123ABC,BATCH001,3/24/2025,2054.4,0,Online,REF8445,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325886834049626,4532756278912345,0,788218,356,3/23/2025,10:00:00,0,Savings,AUTH8302,MERCHANT10,5411,TERM0,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250899208,nan,123ABC,BATCH001,3/24/2025,3373.52,0,Online,REF8799,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325886834049889,4024007198765435,0,266788,356,3/23/2025,10:00:00,0,Savings,AUTH6640,MERCHANT11,5411,TERM7,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,SuperMart,SALE,0,20250899472,nan,123ABC,BATCH001,3/24/2025,4213.37,0,Online,REF2867,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325849365026276,4234567812345671,0,297087,356,3/23/2025,10:00:00,0,Savings,AUTH6713,MERCHANT43,5411,TERM2,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250895857,nan,123ABC,BATCH001,3/24/2025,8808.98,0,Online,REF1822,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325860832035094,4532756278912345,0,658327,356,3/23/2025,10:00:00,0,Savings,AUTH0310,MERCHANT49,5411,TERM1,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250894674,nan,123ABC,BATCH001,3/24/2025,7688.58,0,Online,REF518,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325808256007452,4024007198765434,0,800053,356,3/23/2025,10:00:00,0,Savings,AUTH8272,MERCHANT53,5411,TERM6,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250897456,nan,123ABC,BATCH001,3/24/2025,5535.65,0,Online,REF9125,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325860832035400,4024007198765432,0,469462,356,3/23/2025,10:00:00,0,Savings,AUTH8454,MERCHANT41,5411,TERM6,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250894981,nan,123ABC,BATCH001,3/24/2025,2710.03,0,Online,REF8342,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325877234042772,4532756278912349,0,873376,356,3/23/2025,10:00:00,0,Savings,AUTH3444,MERCHANT48,5411,TERM7,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250892354,nan,123ABC,BATCH001,3/24/2025,9935.96,0,Online,REF2644,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325859568034238,4234567812345675,0,17924,356,3/23/2025,10:00:00,0,Savings,AUTH3496,MERCHANT17,5411,TERM7,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250893820,nan,123ABC,BATCH001,3/24/2025,8851.55,0,Online,REF1731,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325875538042479,4024007198765432,0,429568,356,3/23/2025,10:00:00,0,Savings,AUTH5713,MERCHANT44,5411,TERM9,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250892061,nan,123ABC,BATCH001,3/24/2025,5343.79,0,Online,REF2051,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325846681024061,4024007198765434,0,178793,356,3/23/2025,10:00:00,0,Savings,AUTH7259,MERCHANT12,5411,TERM2,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250893642,nan,123ABC,BATCH001,3/24/2025,4687.89,0,Online,REF504,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325661506000195,4234567812345674,0,808642,356,3/23/2025,10:00:00,0,Savings,AUTH5310,MERCHANT85,5411,TERM2,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250890193,nan,123ABC,BATCH001,3/24/2025,2472.24,0,Online,REF8632,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325838673019813,4234567812345671,0,760096,356,3/23/2025,10:00:00,0,Savings,AUTH7504,MERCHANT33,5411,TERM2,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250899394,nan,123ABC,BATCH001,3/24/2025,8751.19,0,Online,REF497,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325878534043644,4024007198765435,0,212928,356,3/23/2025,10:00:00,0,Savings,AUTH3105,MERCHANT85,5411,TERM9,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250893226,nan,123ABC,BATCH001,3/24/2025,8740.49,0,Online,REF7180,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325846681024308,4024007198765432,0,505139,356,3/23/2025,10:00:00,0,Savings,AUTH8072,MERCHANT38,5411,TERM5,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250893889,nan,123ABC,BATCH001,3/24/2025,6000.87,0,Online,REF7365,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325886834050449,4024007198765435,0,621336,356,3/23/2025,10:00:00,0,Savings,AUTH3053,MERCHANT8,5411,TERM4,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890032,nan,123ABC,BATCH001,3/24/2025,152.66,0,Online,REF3162,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325867433038797,4024007198765433,0,662037,356,3/23/2025,10:00:00,0,Savings,AUTH2417,MERCHANT16,5411,TERM8,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250898376,nan,123ABC,BATCH001,3/24/2025,3981.77,0,Online,REF220,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325838673020278,4024007198765433,0,19242,356,3/23/2025,10:00:00,0,Savings,AUTH0900,MERCHANT87,5411,TERM6,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,LocalMarket,SALE,0,20250899857,nan,123ABC,BATCH001,3/24/2025,4816.4,0,Online,REF9977,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325806741005817,4024007198765433,0,705570,356,3/23/2025,10:00:00,0,Savings,AUTH6566,MERCHANT15,5411,TERM0,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250895817,nan,123ABC,BATCH001,3/24/2025,998.51,0,Online,REF8716,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325867433039391,4024007198765435,0,882671,356,3/23/2025,10:00:00,0,Savings,AUTH7007,MERCHANT19,5411,TERM5,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250898972,nan,123ABC,BATCH001,3/24/2025,1674.66,0,Online,REF5333,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325822300016101,4024007198765432,0,827812,356,3/23/2025,10:00:00,0,Savings,AUTH6651,MERCHANT14,5411,TERM2,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250895681,nan,123ABC,BATCH001,3/24/2025,8256.89,0,Online,REF2587,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325849365025675,4234567812345675,0,166806,356,3/23/2025,10:00:00,0,Savings,AUTH8448,MERCHANT29,5411,TERM6,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250895255,nan,123ABC,BATCH001,3/24/2025,5649.62,0,Online,REF7055,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325865718038108,4532756278912348,0,724831,356,3/23/2025,10:00:00,0,Savings,AUTH5935,MERCHANT85,5411,TERM1,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250897689,nan,123ABC,BATCH001,3/24/2025,9045.77,0,Online,REF2968,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325859568034129,4532756278912349,0,286317,356,3/23/2025,10:00:00,0,Savings,AUTH0871,MERCHANT90,5411,TERM5,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250893709,nan,123ABC,BATCH001,3/24/2025,6028.05,0,Online,REF2902,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325841481020855,4024007198765432,0,629608,356,3/23/2025,10:00:00,0,Savings,AUTH0321,MERCHANT49,5411,TERM1,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890435,nan,123ABC,BATCH001,3/24/2025,7191.92,0,Online,REF3134,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325856971032434,4024007198765432,0,132,356,3/23/2025,10:00:00,0,Savings,AUTH9594,MERCHANT22,5411,TERM8,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250892014,nan,123ABC,BATCH001,3/24/2025,8628.98,0,Online,REF1333,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325809732008148,4532756278912347,0,319193,356,3/23/2025,10:00:00,0,Savings,AUTH2845,MERCHANT68,5411,TERM0,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898148,nan,123ABC,BATCH001,3/24/2025,644.84,0,Online,REF6448,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325830246017898,4532756278912346,0,263602,356,3/23/2025,10:00:00,0,Savings,AUTH3387,MERCHANT74,5411,TERM1,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250897478,nan,123ABC,BATCH001,3/24/2025,9550.83,0,Online,REF5309,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325851843027530,4532756278912349,0,930445,356,3/23/2025,10:00:00,0,Savings,AUTH3947,MERCHANT86,5411,TERM5,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250897110,nan,123ABC,BATCH001,3/24/2025,9414.58,0,Online,REF2431,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325879959044800,4532756278912347,0,851808,356,3/23/2025,10:00:00,0,Savings,AUTH4423,MERCHANT5,5411,TERM5,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250894383,nan,123ABC,BATCH001,3/24/2025,1921.06,0,Online,REF4922,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325862074035638,4024007198765432,0,16637,356,3/23/2025,10:00:00,0,Savings,AUTH6015,MERCHANT91,5411,TERM5,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250895219,nan,123ABC,BATCH001,3/24/2025,7328.7,0,Online,REF8735,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325853188029313,4024007198765432,0,829849,356,3/23/2025,10:00:00,0,Savings,AUTH8147,MERCHANT77,5411,TERM6,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,SuperMart,SALE,0,20250898894,nan,123ABC,BATCH001,3/24/2025,2137.72,0,Online,REF1159,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
